"","year","qh","qc"
"1",1975,0.91354071139358,0.827466493938118
"2",1975,0.853268581908196,0.800052323844284
"3",1975,0.771393180824816,0.879461990203708
"4",1975,0.923941161250696,0.78113898797892
"5",1975,0.819662962341681,0.803442565258592
"6",1975,0.852683499921113,0.871184031711891
"7",1975,0.777851589955389,0.834649041760713
"8",1975,0.75669953157194,0.832051639677957
"9",1975,0.791869852226228,0.829539772123098
"10",1975,0.774291580775753,0.811805112985894
"11",1975,0.765858141006902,0.840075056534261
"12",1975,0.885712827090174,0.825819819699973
"13",1975,0.976048064185306,0.835209481418133
"14",1975,0.854579765349627,0.848505787085742
"15",1975,0.799201059155166,0.786457227310166
"16",1975,0.889910288155079,0.836720770923421
"17",1975,0.81588678737171,0.830820364877582
"18",1975,0.848913320340216,0.844610557658598
"19",1975,0.894002398010343,0.79412928619422
"20",1975,0.875053993659094,0.847386511741206
"21",1975,0.820082650287077,0.828565294854343
"22",1975,0.864088148344308,0.834831852000207
"23",1975,0.896524172043428,0.846968841273338
"24",1975,0.897175523918122,0.859329560771585
"25",1975,0.927011728752404,0.846876323223114
"26",1975,0.798251958098263,0.882706021424383
"27",1975,0.829831095412374,0.821775546297431
"28",1975,0.904422538820654,0.803426870144904
"29",1975,0.937776288250461,0.796551013132557
"30",1975,0.761920699384063,0.841959621524438
"31",1975,0.873373627429828,0.84677799185738
"32",1975,0.774027725681663,0.867640592623502
"33",1975,0.871279241517186,0.839980736374855
"34",1975,0.957895050989464,0.829912651097402
"35",1975,0.75835508108139,0.808447698596865
"36",1975,0.893911945167929,0.839940940029919
"37",1975,0.724587024888024,0.821894364664331
"38",1975,0.907712135231122,0.839076729957014
"39",1975,0.946552691282704,0.807041695807129
"40",1975,0.926933899754658,0.820437277900055
"41",1975,0.970763094723225,0.824970714980736
"42",1975,0.892740565119311,0.855636674445122
"43",1975,0.753377555403858,0.814246458699927
"44",1975,0.919270131038502,0.82755839987658
"45",1975,0.86737990914844,0.855738002341241
"46",1975,0.794284651754424,0.833696244517341
"47",1975,0.83775826357305,0.888706039870158
"48",1975,0.913941023871303,0.8416013258975
"49",1975,0.852324498118833,0.834094931604341
"50",1975,0.856005512643605,0.799351279158145
"51",1975,0.905690740793943,0.795331287430599
"52",1975,0.86026345519349,0.829032038338482
"53",1975,0.870898414868861,0.794320604298264
"54",1975,0.773783921496943,0.821217252174392
"55",1975,0.866907734191045,0.849514885339886
"56",1975,0.910148102790117,0.805330030154437
"57",1975,0.759042811812833,0.850943966303021
"58",1975,0.872089222073555,0.828296930296347
"59",1975,0.977126256329939,0.818636403651908
"60",1975,0.981514910468832,0.878173828823492
"61",1975,0.821104958187789,0.89045049669221
"62",1975,0.952882788376883,0.833384101744741
"63",1975,0.837843097979203,0.878643525298685
"64",1975,0.824458995833993,0.837410235777497
"65",1975,0.813619402702898,0.826793898595497
"66",1975,0.87272608699277,0.876578458352014
"67",1975,0.911925293505192,0.826141286408529
"68",1975,0.865446729818359,0.856715454021469
"69",1975,0.864734100643545,0.808394408784807
"70",1975,0.720711715752259,0.842150545446202
"71",1975,0.810338580980897,0.836578574962914
"72",1975,0.878827966982499,0.849831112427637
"73",1975,0.952044658130035,0.87895985506475
"74",1975,0.830171841895208,0.818649356486276
"75",1975,0.902177251176909,0.815760731464252
"76",1975,0.982169690076262,0.863930069608614
"77",1975,0.79167614527978,0.853838246781379
"78",1975,0.995091272750869,0.845512903062627
"79",1975,0.739731674781069,0.844621628290042
"80",1975,0.817752178991213,0.871947427513078
"81",1975,0.934653890086338,0.781754408264533
"82",1975,0.79765081172809,0.804251626133919
"83",1975,0.841977824224159,0.822093187598512
"84",1975,0.865936501184478,0.838806758401915
"85",1975,0.846359537914395,0.81027379562147
"86",1975,0.847509993007407,0.816012254683301
"87",1975,0.857636218657717,0.77438204200007
"88",1975,0.886691977735609,0.850710701895878
"89",1975,0.816772333346307,0.862865281291306
"90",1975,0.749576125526801,0.853001048788428
"91",1975,0.806664174189791,0.842043383046985
"92",1975,0.935133666265756,0.809515149565414
"93",1975,0.889275222318247,0.807208390906453
"94",1975,0.948091042460874,0.891188940266147
"95",1975,0.903988022124395,0.834475483978167
"96",1975,0.864393236348405,0.867980608018115
"97",1975,0.851384107256308,0.818195606581867
"98",1975,0.985064977081493,0.85496802162379
"99",1975,0.928836514707655,0.858966624364257
"100",1975,0.911057169549167,0.886970671825111
"101",1975,0.89202634897083,0.855440423125401
"102",1975,0.911255691433325,0.836244246223941
"103",1975,0.92756375274621,0.834193226648495
"104",1975,0.888575919205323,0.854384216247126
"105",1975,0.942515549482778,0.857024159515277
"106",1975,0.869800694053993,0.776615097187459
"107",1975,0.80672566848807,0.87236817390658
"108",1975,0.958071425789967,0.843629264738411
"109",1975,0.838645021896809,0.85623333719559
"110",1975,0.889777215430513,0.809132363647223
"111",1975,0.85223693982698,0.836521418299526
"112",1975,0.784733098233119,0.837363646132872
"113",1975,0.840768284862861,0.840251879068092
"114",1975,0.801644398132339,0.853165108477697
"115",1975,0.889056112850085,0.799881648039445
"116",1975,0.855662546819076,0.89408915466629
"117",1975,0.86520041176118,0.807642213767394
"118",1975,0.860244990326464,0.816377509385347
"119",1975,0.849654064048082,0.79013347486034
"120",1975,0.828128465684131,0.841260108165443
"121",1975,0.904008226469159,0.879905501147732
"122",1975,0.935875151772052,0.798164470354095
"123",1975,0.874930419260636,0.850269864080474
"124",1975,0.740601858356968,0.844166924478486
"125",1975,0.868995344499126,0.841229296289384
"126",1975,0.904155088355765,0.83292279811576
"127",1975,0.86441728961654,0.83580357208848
"128",1975,0.826078548328951,0.84729535644874
"129",1975,0.920191152719781,0.826165240490809
"130",1975,0.922928136074916,0.825243164552376
"131",1975,0.744329310487956,0.837662729434669
"132",1975,0.762130049522966,0.816235478967428
"133",1975,0.81312661874108,0.860579892294481
"134",1975,0.866515028756112,0.86553296376951
"135",1975,0.850251897703856,0.864738591481
"136",1975,0.949625155190006,0.880114833824337
"137",1975,0.829518654383719,0.805737235583365
"138",1975,0.891148063121364,0.856064563849941
"139",1975,0.852697346592322,0.81823396217078
"140",1975,0.976269693812355,0.841676248470321
"141",1975,0.885711416602135,0.835395229514688
"142",1975,0.882929132319987,0.832772121299058
"143",1975,0.764239283511415,0.813770601991564
"144",1975,0.911717774579301,0.87549309222959
"145",1975,0.867152730468661,0.825383942574263
"146",1975,0.779653918463737,0.870144475949928
"147",1975,0.878555735340342,0.876747256377712
"148",1975,0.784734061453491,0.818624502746388
"149",1975,0.846263623330742,0.827904765959829
"150",1975,0.805341197410598,0.779611042933539
"151",1975,0.900572911836207,0.79075963026844
"152",1975,0.936598517699167,0.842020196840167
"153",1975,0.796976141398773,0.844586111139506
"154",1975,0.774561651982367,0.816551119321957
"155",1975,0.853015954373404,0.78386472305283
"156",1975,0.822755606146529,0.823712272802368
"157",1975,0.866498043993488,0.864497504197061
"158",1975,0.872375715523958,0.80362373474054
"159",1975,0.907483685063198,0.862161536468193
"160",1975,0.916478468105197,0.82841586205177
"161",1975,0.933947626268491,0.826612935401499
"162",1975,0.896849727723747,0.858060149708763
"163",1975,0.817515246802941,0.837816544808447
"164",1975,0.942581200506538,0.805732727982104
"165",1975,0.866060957079753,0.806586972437799
"166",1975,0.816584344021976,0.825606458820403
"167",1975,0.861377644585446,0.811454717768356
"168",1975,0.851646641502157,0.85716769983992
"169",1975,0.852874411735684,0.787291321670637
"170",1975,0.789548482513055,0.798253026558086
"171",1975,0.959857232868671,0.826748034683987
"172",1975,0.869472417747602,0.797676773509011
"173",1975,0.949040001025423,0.805631063878536
"174",1975,0.892789084231481,0.866495370864868
"175",1975,0.886228459188715,0.788346136920154
"176",1975,0.975839116144925,0.879135825438425
"177",1975,0.737340951571241,0.860471033491194
"178",1975,0.804120525950566,0.870337458094582
"179",1975,0.973479251610115,0.863392922328785
"180",1975,0.781978098675609,0.785449660615996
"181",1975,0.82520328881219,0.877185440156609
"182",1975,0.911344267195091,0.808197213103995
"183",1975,0.94295057374984,0.848831658717245
"184",1975,0.792688007699326,0.856429947772995
"185",1975,0.827526819193736,0.811199176125228
"186",1975,0.730462029576302,0.820952918147668
"187",1975,0.790331810014322,0.809988983906806
"188",1975,0.955805933568627,0.859489469788969
"189",1975,0.839564110152423,0.806943754665554
"190",1975,0.762006481178105,0.843432529829443
"191",1975,0.873193692881614,0.885967023205012
"192",1975,0.792389457114041,0.85106963547878
"193",1975,0.729268044233322,0.843572619603947
"194",1975,0.819454530021176,0.81901035620831
"195",1975,0.890170146944001,0.839053014293313
"196",1975,0.949762380216271,0.876366858370602
"197",1975,0.912581179756671,0.871956429677084
"198",1975,0.897779359715059,0.857362929498777
"199",1975,0.917368130292743,0.807210863102227
"200",1975,0.93334489245899,0.839396137977019
"201",1975,0.822869982337579,0.826170173240826
"202",1975,0.848024661419913,0.869219760876149
"203",1975,0.946704558795318,0.826415149960667
"204",1975,0.817779565695673,0.83253468433395
"205",1975,0.772558918455616,0.846507161157206
"206",1975,0.911418510600924,0.849750902270898
"207",1975,0.816248678369448,0.855540598509833
"208",1975,0.924777519423515,0.828368461923674
"209",1975,0.880412875674665,0.822200366063043
"210",1975,0.989415402989835,0.822435830486938
"211",1975,0.925633033970371,0.789935315726325
"212",1975,0.920303019229323,0.851033624727279
"213",1975,0.856256724335253,0.827856937656179
"214",1975,0.918494895333424,0.803285606205463
"215",1975,0.843179780524224,0.8098697620444
"216",1975,0.854369025211781,0.816619474673644
"217",1975,0.930823675589636,0.791078766109422
"218",1975,0.844142054440454,0.815627570729703
"219",1975,0.899833676405251,0.85679710493423
"220",1975,0.799174651503563,0.838255213340744
"221",1975,0.932478812756017,0.831752237165347
"222",1975,0.833201625850052,0.824387972941622
"223",1975,0.801139452727512,0.843549342826009
"224",1975,0.91200378164649,0.847922488581389
"225",1975,0.787483448628336,0.799044301733375
"226",1975,0.912486744811758,0.812392410123721
"227",1975,0.945494908606634,0.879249925259501
"228",1975,0.799949761712924,0.831841923063621
"229",1975,0.818590768380091,0.889054889325052
"230",1975,0.863782064523548,0.79161539580673
"231",1975,0.907134521519765,0.811519601847976
"232",1975,0.888662393670529,0.83085200143978
"233",1975,0.879134691786021,0.85110728838481
"234",1975,0.869946779683232,0.821073676226661
"235",1975,0.881264542927966,0.828889247495681
"236",1975,0.811066103866324,0.846937013557181
"237",1975,0.8514737598598,0.859338612062857
"238",1975,0.82833906612359,0.850134032545611
"239",1975,0.990299448836595,0.836140565341339
"240",1975,0.734471302945167,0.813909794669598
"241",1975,0.913725032005459,0.86067788861692
"242",1975,0.724033256992698,0.863170345779508
"243",1975,0.901336311828345,0.798718787496909
"244",1975,0.932602767366916,0.864483175100759
"245",1975,0.884164595045149,0.82600483763963
"246",1975,0.853177398676053,0.786446895916015
"247",1975,0.85927448538132,0.860261274734512
"248",1975,0.789181128842756,0.824832480400801
"249",1975,0.942868354031816,0.788409092696384
"250",1975,0.915948725538328,0.841997705167159
"251",1975,0.855308870086446,0.886418379610404
"252",1975,0.868406177032739,0.826145547907799
"253",1975,0.757058505201712,0.865148730808869
"254",1975,0.83551318035461,0.815441896207631
"255",1975,0.773634672630578,0.826478634728119
"256",1975,0.889102763263509,0.851458793738857
"257",1975,0.758804523851722,0.841420234879479
"258",1975,0.862660959362984,0.773747158469632
"259",1975,0.920612220652401,0.824552209349349
"260",1975,0.8650194585789,0.812124207848683
"261",1975,0.882074264110997,0.814277523895726
"262",1975,0.837577691068873,0.79255294543691
"263",1975,0.882555750664324,0.843545885523781
"264",1975,0.919041664805263,0.797713080653921
"265",1975,0.980101575842127,0.851293138694018
"266",1975,0.930393588962033,0.864348229952157
"267",1975,0.844056296860799,0.83515943819657
"268",1975,0.868515811627731,0.81700486317277
"269",1975,0.917896586703137,0.824499053880572
"270",1975,0.882686291122809,0.84512326749973
